@relation tache2.2

@attribute _text string
@attribute _class {DEPLAISIR, DERANGEMENT, MEPRIS, SURPRISE_NEGATIVE, PEUR, COLERE, ENNUI, TRISTESSE, PLAISIR, APAISEMENT, AMOUR, SURPRISE_POSITIVE, SATISFACTION, INSATISFACTION, ACCORD, VALORISATION, DESACCORD, DEVALORISATION, INSTRUCTION}

@data
'#Scandale des #éoliennes #corruption des #élus et conflits d’intérêts http//t.co/1XePTvLkS1 … via @f_desouche Stop #UMPS / #FN ..',COLERE
'@N_Hulot lors de la table-ronde FACTS à Ottawa sur le changement climatique \"Ne sacrifions pas l\'avenir au présent\" http//t.co/GeFp20Wlup',VALORISATION
'@hey_ghis Ah… les bâtiments à énergie positive ou l\'incitation à installer des panneaux solaires alors que ça ne répond pas au problème…',DEVALORISATION
'Les vierges de l\'adolescence pourraient aussi bien être des espèces en voie de disparition. http//t.co/JZGsuWD0Ex',VALORISATION
'EBP-PRO NEWS Le Canada va manquer l\'objectif de réduction des gaz à effet de serre http//t.co/cFNoI06zJa',DEVALORISATION
'#Ambassades @FrancePerou RT @Mariana_Castano Francophones voici le Changement Climatique pour les nuls par… http//t.co/NNgTy3DUXy',DEVALORISATION
'@geraldfillion Très bons Gérald vos graphiques sur les gaz à effet de serre. Merci pour vos info pertinentes.',VALORISATION
'Bravo à MES amis Conservateurs qui ratent toutes les cibles de réduction des gaz à effet de serre ! #Proud #Économie #TeamAlberta #Polcan',DEVALORISATION
'@philippedorier @blendwebmix ok c\'est dans dans mon calendrier. Merci pour l\'invitation #frenchtech #écosystème',SATISFACTION
'Une web série pour sensibiliser aux gestes écologiques en entreprise http//t.co/7fZNWZxojq',VALORISATION
'La candidate malheureuse à la présidence du Brésil l\'écologiste Marina Silva serait prête au nom du changement... http//t.co/8J8W7iNETQ',TRISTESSE
'Le Canada va manquer son objectif de réduction des gaz à effet de serre - Yahoo Actualités Quebec - Mozilla Firefox http//t.co/L3nj73GC56',DEVALORISATION
'Transition énergétique le Syndicat des énergies renouvelables confiant http//t.co/BAJ1AM4iWx',VALORISATION
'États-Unis en voie d\'atteindre objectif réduction gaz a effet de serre; pas le Canada. Soyons fiers. #Tarsands',SATISFACTION
'PATRIMOINE• Le fromage espèce menacée http//t.co/Pb5ifbCzaA',PEUR
'100 milliards investis dans le solaire photovoltaïque et l’éolien produisent davantage d’énergie qu’avec le pétrole http//t.co/qY7RspTdjl',VALORISATION
'Scandale des éoliennes corruption des élus et conflits d\'intérêts - Fdesouche http//t.co/InckOMpYCd',COLERE
'Constructeur Francais de maisons ecologiques pour construire votre maison en bois ossature metallique ou tradition http//t.co/G6EbtF65Eg',VALORISATION
'La Belgique au 10e rang des pays les plus menacés par l\'élévation du niveau de la mer http//t.co/WwHiN0hGAC',PEUR
'[VIDEOGRAPHIE] Tour d\'horizon des énergies renouvelables en 1\'30\" http//t.co/WiOt2jDoaX #AFP http//t.co/obZKlBeudV #obs',VALORISATION
'Les banques s\'invitent dans l\'ecosystème du #Crowdfunding http//t.co/5IrmlVAsSO via @LaSer_Group #Sharingeconomy http//t.co/wIfkYiThQ7',VALORISATION
'Plan #climat inter-régions pour anticiper le réchauffement - \" Eau et changement climatique adaptons-nous ! \" http//t.co/TlbaVUXIFg',VALORISATION
'Scandale des éoliennes corruption des élus et conflits d’intérêts - http//t.co/QLKeYDeFbe',COLERE
'Agoravox J\'aime les écosystèmes ! My government is pro-biodiversity ! D\'ailleurs c\'est bien connu nul n\'a l... http//t.co/8mMzw6lh7f',VALORISATION
'RT @agoravox J\'aime les écosystèmes ! My government is pro-biodiversity ! http//t.co/jEoKzh3KTW',PLAISIR
'La planète va se tourner vers les énergies renouvelables et le Canada aura tout investit dans le pétrole. #polcan #polqc #paysqc',VALORISATION
'Un partenariat pour des systèmes photovoltaïques intégrés au réseau http//t.co/aMdKvsPN4W #ENR #photovoltaïque',VALORISATION
'La WWF devrait classer les roux comme espèce protégée.',VALORISATION
'#Energie #Eolienne #Ardennes L\'Etat autorise l\'installation du plus grand parc éolien de France http//t.co/Wh5xuqmZmi',ACCORD
'ce dont mon père avait peur des gens qui votent des lois qui régulent sous le couvert de lobbying....et après... http//t.co/LpN4XGlnBU',PEUR
'#ecologie Les océans plus grand écosystème de la planète vont de plus en plus mal http//t.co/XkcPObXL7X',DEVALORISATION
'La guerre fromages pasteurisés VS lait cru fait rage ? Éclairage avec @courrierinter http//t.co/xLVxkNkWv1 #teamlaitcru',COLERE
'Les banques veulent tirer parti de ce nouveau marché prometteur et s\'invitent dans l\'écosystème du crowdfunding ! http//t.co/kDhFf58Wz2',VALORISATION
'Le réchauffement climatique et tout ça me met hors de moi putain',COLERE
'Actus Mer/Sea News Le Canada va manquer son objectif de réduction des gaz à effet de serre - AFP via 20minutes http//t.co/zbkOcmwuaJ',DEVALORISATION
'Les banques s’invitent dans l’écosystème du «?crowdfunding?» @lesechos http//t.co/Dc2fkse85T',VALORISATION
'Grâce à la loi Royal 1/3 de l’énergie que nous consommons sera renouvelable dans 15 ans. C’est une bonne idée.',VALORISATION
'Mais avec @Enercoop_SCIC  on a pris un peu d’avance à la maison et au bureau. 100\% de l’énergie que nous consommons est déjà renouvelable !',VALORISATION
'#tweet4performance l\'écosystème Twitter via les acquisitions notamment évolue rapidement. Analyse data tracking...',VALORISATION
'Un #boycott des #fromages pasteurisés s\'impose ! Sauvons le #patrimoine #français ! > http//t.co/VJaeIH39Pw via @courrierinter #EU #law',PEUR
'Les banques s\'invitent dans l\'écosystème du « crowdfunding » http//t.co/CUv8KhIFpB',VALORISATION
'#Scandale des éoliennes corruption des élus et conflits d\'intérêts http//t.co/GVKJlncFOn',COLERE
'#océans plus grand #écosystème de la planète vont de plus en plus mal via @Pescalune http//t.co/Ki6PNTwmyb @pdeppisch @jmedeCCF',DEVALORISATION
'RT @LesEchos Energies vertes l\'Etat finalise le nouveau système de soutien http//t.co/9IuNgwhKon',VALORISATION
'Un écosystème sur le volume qui doit switcher vers la valeur #HUBFORUM',VALORISATION
'Deux nouvelles zones d\'écosystèmes vulnérables protégées par la #NAFO dans l’Atlantique nord-ouest http//t.co/27KMOJKeMj #goodnews',VALORISATION
'PATRIMOINE Le fromage espèce menacée! - via @courrierinter http//t.co/bG7eFNFykK',PEUR
'Une éolienne dans votre jardin les pièges à éviter http//t.co/AgRv5ktcYe',DEVALORISATION
'PATRIMOINE • Le #fromage espèce menacée http//t.co/NtlOIWBgG7 via @courrierinter',PEUR
'Nouvelle note sur mon blog Sciences le manchot empereur victime du réchauffement climatique http//t.co/EsX3YqbXOr',DEVALORISATION
'France 2 JT - Scandale des éoliennes corruption des élus et conflits d’intérêts http//t.co/M7GlAKWkQb Justice \"lente\"',COLERE
'La renaissance du tabac zimbabwéen au prix d’une déforestation massive - Agence Ecofin | @scoopit via @Inongo_ http//t.co/cVOg8WE3B6',VALORISATION
'À ce que je vois il y a de plus en plus de tornade dans le Nord  sa fait peur ? tout sa à cause de ce ptn de réchauffement climatique --\'',PEUR
'Solaire la @Banquemondiale mondiale va injecter 519 M$ dans Noor II (350 MW) à Ouarzazate http//t.co/ls3vIutANw',VALORISATION
'Le réchauffement climatique existe bien lié à l\'activité humaine #ConfPB2014',VALORISATION
'États-UnisLes inondations à marée haute pourrait se multiplier d\'ici 15 ansrendant inhabitables des parties de... http//t.co/WVnXIdRE7h',PEUR
'[#COP12] L\'acidification des océans l\'#écosystème menacé http//t.co/wEgXt3kntZ',PEUR
'@Limportant_fr @LatitudePolaire merci. @LPGeek @Lemieux_Radio9 Réchauffement climatique autres impacts',SATISFACTION
'MISERE SORS! une ONG à Goma/Nord Kivu-RDC qui a comme activités le développement et la protection des écosystèmes http//t.co/aOZF3KzWWr',VALORISATION
'Actus Mer/Sea News Via @PlaneteNAUSICAA - Les océans plus grand écosystème de la planète vont de plus en plus… http//t.co/bxvKuJk5qV',VALORISATION
'Les #banques s’invitent dans l’écosystème du «#crowdfunding? http//t.co/4cFS9KohNj http//t.co/kIvI0TtzVD',VALORISATION
'Desertec le projet le + ambitieux d\'énergie alternative à partir du solaire nord-africain menacé d\'échec SZ débat http//t.co/kHMc3ryWgP',PEUR
'PATRIMOINE • Le fromage espèce menacée - Y\'en a vraiment marre des lobbies et de leur tune http//t.co/UQUTJbDOfl via @courrierinter',COLERE
'Les banques s’invitent dans l’écosystème du « #?crowdfunding ?» http//t.co/9ccW250KQU http//t.co/tMkLgrzGS6',VALORISATION
'Avec le #digital et #bigdata les écosystèmes changent la santé devient \"je reste en bonne santé\" http//t.co/mmXxuuPDz5',VALORISATION
'Quand l’#agroalimentaire irlandais veut devenir champion du développement durable http//t.co/bqNj7cUGC0 via @latribune #Irlande #DD',VALORISATION
'Heureux d\'accueillir @AdriScho dans la #EPFamily notre Grand Sachem en écosystèmes expérentiels connectés #grostitre http//t.co/ojrIYXenMC',VALORISATION
'@gilloq @F_Desouche Corruption et éoliennes sont indissociables.... Et c\'est nous payons ces lobbys ferreux des écolos bobos #EELV #royal',DEVALORISATION
'@FBB_PORTEPAROLE Et la France elle fait quoi? Rien .. Si elle tue les espèces protégées !!!!! (les loups en savent qq chose!)',COLERE
'@pbeyssac contrepartie les GAFA mettent en avant les valeurs de partage pour mieux séduire/enfermer dans leurs écosystèmes de surveillance',VALORISATION
'Le fromage espèce menacée ( #food #agroalimentaire #france #fromage #industrie http//t.co/e0z7YBjZYi',PEUR
'#CCDAIV un fond pour la lutte contre Changement climatique dispo depuis Aôut Mme FALL représentant de la BAD @ECA_OFFICAL @CyrilKyle',VALORISATION
'Le mobile peut aider à simplifier les parcours clients sur le desktop en simplifiant et reliant les inferfaces en écosystème. #hubforum',VALORISATION
'#hubforum #LaPoste notre projet n’est pas seulement un projet d’écosystème internet c’est un vrai projet omnicanal',VALORISATION
'L\'#acidification des océans met en danger les espèces marines par @missplanete http//t.co/3pq0lEPC79 http//t.co/1W2mlgab9p',PEUR
'@francetvinfo aucune honte ! En plus nommé à une commission sur le développement durable ! Ne pas se plaindre de la montée de l\'extémisme',DEVALORISATION
'@barbaragip @BarbHADDAD oui! On va tous dans la même direction pour que le client accède facilement à notre écosystème digital. #prm#crm',VALORISATION
'Financement participatif Les banques dont Société Générale s\'invitent dans l\'écosystème du « crowdfunding » http//t.co/k8wXj6G139',VALORISATION
'Prix Pinocchio du #développement #durable 2014 votez ! http//t.co/Hv0dDyZKVA #greenwashing',VALORISATION
'RT @Reporterre Les océans plus grand écosystème de la planète vont de +en+mal http//t.co/pKTAA18tQO article documenté @ThierryJaccaud',DEPLAISIR
'Pour Naomi Klein la lutte contre le changement climatique est l\'occasion de construire une société plus juste http//t.co/gkbl3Ofk3k”',VALORISATION
'Le programme « Clim Dev Afrique » invite l\'Afrique à investir davantage sur la recherche en changement climatique http//t.co/Tq1zlPN0bg',VALORISATION
'Les agriculteurs du #BurkinaFaso mènent la lutte contre le changement climatique lancement médiatique à midi http//t.co/CRKyXjbQp1',VALORISATION
'Les banques s’invitent dans l’écosystème du «?crowdfunding?» | @scoopit via @EEstour http//t.co/Uau1RWZLHK',VALORISATION
'Éoliennes et armée  des avancées d’ici la fin de l’année Après les tirs de sommation place à la négociation... http//t.co/duNAt3QxKJ',VALORISATION
'Un nouveau projet d\'éoliennes fait souffler la contestation en Dordogne - http//t.co/oxw977NuGS',DESACCORD
'À Mesnil-sur-l’Estrée le projet d’éoliennes contesté par la population - http//t.co/PdwzJyVKBJ',DESACCORD
'Je crois que le réchauffement climatique est AUSSI dû aux gens qui soupirent en pensant que cela fera arriver le bus.',DEPLAISIR
'Cinq éoliennes en plus un nouveau souffle sur la plaine de l\'Orbieu - http//t.co/UghxkACZ5E',VALORISATION
'Acidification des océans l’autre mauvais effet du réchauffement climatique Le fait est… http//t.co/6iwuubIH0G',DEVALORISATION
'Acidification des océans l’autre mauvais effet du réchauffement climatique Le fait est moins connu le... http//t.co/Dy5XYeAaBV',DEVALORISATION
'Eoliennes les défenseurs du patrimoine inquiets dans le Doubs - http//t.co/oVHBAcg7Hr',PEUR
'Et en #islande 19.2\% de l\'énergie primaire vient de l\'hydraulique !!! Enorme !',VALORISATION
'@Sabatie2 @CaTroallic @Chris_Bouillon Non. Le chèque énergie élargit les tarifs sociaux de l\'électricité et du gaz http//t.co/7TGdtlcjgh',VALORISATION
'#Science Acidification des océans l’autre mauvais effet du réchauffement climatique http//t.co/IcSjGjBnJ4',DEVALORISATION
'Vincent-Jacques le Seigneur a été élu président de l’Observatoire des Énergies Renouvelables http//t.co/XLOwKvrqyN',VALORISATION
'Les banques s’invitent dans l’écosystème du «?crowdfunding?» Banque - Assurances http//t.co/r5A7LjNFNx',VALORISATION
'Interdiction colliers à pointes ou électrique dans l\'éducation des chiens https//t.co/DALGW8SzUt via @ChangeFrance',DESACCORD
'RT@Fanfao Les #océans plus grand #écosystème de la planète vont de plus en plus #mal http//t.co/OfCnAgNtlH”',DEPLAISIR
'Les #océans plus grand #écosystème de la #planète vont de plus en plus mal http//t.co/4Wh9m9dzQC via @Reporterre',DEVALORISATION
'@PNerval Le Japon;malgrés Fukushima relance ses centrales nucléaires;cqfd les énergies vertes ne sont pas rentables http//t.co/zJ3p2nJnxg …',DEVALORISATION
'Comprendre le changement climatique en 2 minutes et avec humour http//t.co/ByzlM0isT4 @PenelopeB #climatechange #',VALORISATION
'Ségolène #Royal  « L’espoir de vivre mieux dans un pays qui reprend son destin énergétique en main » - http//t.co/tuzF5V5PGU',VALORISATION
'Les crabes qui menacent l’Antarctique Le réchauffement climatique favorise l’envahissement du continent par d... http//t.co/c3vTvOvigA',PEUR
'Des citoyens se prennent en main à #Marseille http//t.co/rmYjLrIzmA #troc #BelledeMai #EcoCitoyen #Initiative',VALORISATION
'Gérald Fillion de RDI nous présente la performance des provinces quant à la réduction de gaz à effet de serre #polqc http//t.co/sNi0lTw99F',VALORISATION
'[Vidéo] L\'#hydroélectricité est une énergie #renouvelable qui peut être stockée grâce aux pompes-turbines http//t.co/sWmZZzRIXR',VALORISATION
'#climat Les ENR en Allemagne où la plus grosse entreprise de destruction de valeur. http//t.co/hTlmFuvdQd http//t.co/1ZD8EW2pYR',DEVALORISATION
'Scandale des éoliennes corruption des élus et conflits d’intérêts http//t.co/mcuXxbaB2h via @f_desouche',DESACCORD
'#Environnement #Biodiversité #Océan L\'acidification des #océans met en danger les espèces marines (via @franceinfo) http//t.co/EODS01kUEi',PEUR
'Le Nord du Chili est devenu un des plus gros marchés #énergies #renouvelables de la planète http//t.co/YeuItJBkSB http//t.co/zBSrohUhsA',VALORISATION
'\"Ce n’est pas une obligation de manger des animaux nous venons de décider de le faire. Cela devient un choix... http//t.co/hxDzwkh07x',DEPLAISIR
'Quand l’agroalimentaire irlandais veut devenir champion du développement durable http//t.co/KlsrXSVzJG @mjacouton',VALORISATION
'Arrêtez de parler du réchauffement climatique il fait 12°C et il pleut',COLERE
'Biocarburant inauguration de la plateforme technologique de prétraitement de la biomasse Syndiès... http//t.co/QLrYAX0EaA #DevDurable',VALORISATION
'#Lille Installations Classées Pour la Protection de l\'Environnement (DRIRE/ICPE) Ce site est dédié aux entrep... http//t.co/Eg9hTUR6Gy',VALORISATION
'Innovation une cellule solaire capable de stocker son énergie http//t.co/7xTNFPla8H @erdfofficiel #partenaire http//t.co/I9x0jB86oL',VALORISATION
'Biocarburant inauguration de la plateforme technologique de prétraitement de la biomasse http//t.co/HVZAQcxsYz',VALORISATION
'Au nom des crapules qui veulent nous faire croire que les éoliennes sont un facteur de progrès. http//t.co/zWKb51aR03',VALORISATION
'Summit Energivie - La transition énergétique dans la construction et la rénovation http//t.co/w66GzyeiSh http//t.co/r4u5KsxtMZ',VALORISATION
'Tamim Daoudi un jeune designer strasbourgeois était à l\'honneur en septembre ! Bravo à lui ! http//t.co/t0z1pYvyDy http//t.co/RolgbwWuJy',VALORISATION
'TOUCHEZ PAS AU FROMAGE BON DIEU ! RT \"Le #fromage espèce menacée\" via @courrierinter http//t.co/cEPZOP6SqZ',COLERE
'Le développement durable est une de nos priorités; nous avons organisé un débat sur l\'énergie propre. http//t.co/Yz9kMjC8nc',VALORISATION
'Les villes du futur se construisent sous nos yeux http//t.co/QX8jB5Tbw0',VALORISATION
'#DirectAN #Thévenoud à la commission du foutage de gueule durable http//t.co/v63lXUSAfS http//t.co/2ECoHYCiMc',MEPRIS
